Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County
Mean Annual Earnings,2017,Both sexes,Kilkenny,50 - 59 years,Euro,41621,KILKENNY
Mean Annual Earnings,2017,Both sexes,Kilkenny,60 years and over,Euro,32155,KILKENNY
Mean Annual Earnings,2017,Both sexes,Kerry,15 - 24 years,Euro,19038,KERRY
Mean Annual Earnings,2017,Both sexes,Kerry,15 years and over,Euro,35475,KERRY
Mean Annual Earnings,2017,Both sexes,Kerry,25 - 29 years,Euro,28879,KERRY
Mean Annual Earnings,2017,Both sexes,Kerry,30 - 39 years,Euro,35441,KERRY
Mean Annual Earnings,2017,Both sexes,Kerry,40 - 49 years,Euro,39484,KERRY
Mean Annual Earnings,2017,Both sexes,Kerry,50 - 59 years,Euro,38976,KERRY
Mean Annual Earnings,2017,Both sexes,Kerry,60 years and over,Euro,29976,KERRY
Mean Annual Earnings,2017,Both sexes,Longford,15 - 24 years,Euro,19612,LONGFORD
Mean Annual Earnings,2017,Both sexes,Longford,15 years and over,Euro,34546,LONGFORD
Mean Annual Earnings,2017,Both sexes,Longford,25 - 29 years,Euro,29055,LONGFORD
Mean Annual Earnings,2017,Both sexes,Longford,30 - 39 years,Euro,34540,LONGFORD
Mean Annual Earnings,2017,Both sexes,Longford,40 - 49 years,Euro,38822,LONGFORD
Mean Annual Earnings,2017,Both sexes,Longford,50 - 59 years,Euro,37746,LONGFORD
Mean Annual Earnings,2017,Both sexes,Longford,60 years and over,Euro,29470,LONGFORD
Mean Annual Earnings,2017,Both sexes,Louth,15 - 24 years,Euro,18329,LOUTH
Mean Annual Earnings,2017,Both sexes,Louth,15 years and over,Euro,37892,LOUTH
Mean Annual Earnings,2017,Both sexes,Louth,25 - 29 years,Euro,29620,LOUTH
Mean Annual Earnings,2017,Both sexes,Louth,30 - 39 years,Euro,37443,LOUTH
Mean Annual Earnings,2017,Both sexes,Louth,40 - 49 years,Euro,43476,LOUTH
Mean Annual Earnings,2017,Both sexes,Louth,50 - 59 years,Euro,41949,LOUTH
Mean Annual Earnings,2017,Both sexes,Louth,60 years and over,Euro,33323,LOUTH
Mean Annual Earnings,2017,Both sexes,Limerick,15 - 24 years,Euro,18889,LIMERICK
Mean Annual Earnings,2017,Both sexes,Limerick,15 years and over,Euro,40486,LIMERICK
Mean Annual Earnings,2017,Both sexes,Limerick,25 - 29 years,Euro,31284,LIMERICK
Mean Annual Earnings,2017,Both sexes,Limerick,30 - 39 years,Euro,39889,LIMERICK
Mean Annual Earnings,2017,Both sexes,Limerick,40 - 49 years,Euro,46534,LIMERICK
Mean Annual Earnings,2017,Both sexes,Limerick,50 - 59 years,Euro,46326,LIMERICK
Mean Annual Earnings,2017,Both sexes,Limerick,60 years and over,Euro,34719,LIMERICK
Mean Annual Earnings,2017,Both sexes,Leitrim,15 - 24 years,Euro,18293,LEITRIM
Mean Annual Earnings,2017,Both sexes,Leitrim,15 years and over,Euro,35648,LEITRIM
Mean Annual Earnings,2017,Both sexes,Leitrim,25 - 29 years,Euro,29094,LEITRIM
Mean Annual Earnings,2017,Both sexes,Leitrim,30 - 39 years,Euro,36624,LEITRIM
Mean Annual Earnings,2017,Both sexes,Leitrim,40 - 49 years,Euro,41860,LEITRIM
Mean Annual Earnings,2017,Both sexes,Leitrim,50 - 59 years,Euro,36907,LEITRIM
Mean Annual Earnings,2017,Both sexes,Leitrim,60 years and over,Euro,27076,LEITRIM
Mean Annual Earnings,2017,Both sexes,Laois,15 - 24 years,Euro,18789,LAOIS
Mean Annual Earnings,2017,Both sexes,Laois,15 years and over,Euro,38741,LAOIS
Mean Annual Earnings,2017,Both sexes,Laois,25 - 29 years,Euro,29813,LAOIS
Mean Annual Earnings,2017,Both sexes,Laois,30 - 39 years,Euro,39474,LAOIS
Mean Annual Earnings,2017,Both sexes,Laois,40 - 49 years,Euro,43842,LAOIS
Mean Annual Earnings,2017,Both sexes,Laois,50 - 59 years,Euro,41801,LAOIS
Mean Annual Earnings,2017,Both sexes,Laois,60 years and over,Euro,32398,LAOIS
Mean Annual Earnings,2017,Both sexes,Meath,15 - 24 years,Euro,19322,MEATH
Mean Annual Earnings,2017,Both sexes,Meath,15 years and over,Euro,43722,MEATH
Mean Annual Earnings,2017,Both sexes,Meath,25 - 29 years,Euro,31938,MEATH
Mean Annual Earnings,2017,Both sexes,Meath,30 - 39 years,Euro,42380,MEATH
Mean Annual Earnings,2017,Both sexes,Meath,40 - 49 years,Euro,50454,MEATH
Mean Annual Earnings,2017,Both sexes,Meath,50 - 59 years,Euro,49107,MEATH
Mean Annual Earnings,2017,Both sexes,Meath,60 years and over,Euro,37419,MEATH
Mean Annual Earnings,2017,Both sexes,Monaghan,15 - 24 years,Euro,18415,MONAGHAN
Mean Annual Earnings,2017,Both sexes,Monaghan,15 years and over,Euro,33303,MONAGHAN
Mean Annual Earnings,2017,Both sexes,Monaghan,25 - 29 years,Euro,29402,MONAGHAN
Mean Annual Earnings,2017,Both sexes,Monaghan,30 - 39 years,Euro,34535,MONAGHAN
Mean Annual Earnings,2017,Both sexes,Monaghan,40 - 49 years,Euro,37046,MONAGHAN
Mean Annual Earnings,2017,Both sexes,Monaghan,50 - 59 years,Euro,35531,MONAGHAN
Mean Annual Earnings,2017,Both sexes,Monaghan,60 years and over,Euro,28170,MONAGHAN
Mean Annual Earnings,2017,Both sexes,Mayo,15 - 24 years,Euro,17801,MAYO
Mean Annual Earnings,2017,Both sexes,Mayo,15 years and over,Euro,35430,MAYO
Mean Annual Earnings,2017,Both sexes,Mayo,25 - 29 years,Euro,29742,MAYO
Mean Annual Earnings,2017,Both sexes,Mayo,30 - 39 years,Euro,36348,MAYO
Mean Annual Earnings,2017,Both sexes,Mayo,40 - 49 years,Euro,40390,MAYO
Mean Annual Earnings,2017,Both sexes,Mayo,50 - 59 years,Euro,37957,MAYO
Mean Annual Earnings,2017,Both sexes,Mayo,60 years and over,Euro,28954,MAYO
Mean Annual Earnings,2017,Both sexes,Offaly,15 - 24 years,Euro,18741,OFFALY
Mean Annual Earnings,2017,Both sexes,Offaly,15 years and over,Euro,36626,OFFALY
Mean Annual Earnings,2017,Both sexes,Offaly,25 - 29 years,Euro,29241,OFFALY
Mean Annual Earnings,2017,Both sexes,Offaly,30 - 39 years,Euro,36728,OFFALY
Mean Annual Earnings,2017,Both sexes,Offaly,40 - 49 years,Euro,41619,OFFALY
Mean Annual Earnings,2017,Both sexes,Offaly,50 - 59 years,Euro,40004,OFFALY
Mean Annual Earnings,2017,Both sexes,Offaly,60 years and over,Euro,33158,OFFALY
Mean Annual Earnings,2017,Both sexes,Roscommon,15 - 24 years,Euro,17835,ROSCOMMON
Mean Annual Earnings,2017,Both sexes,Roscommon,15 years and over,Euro,36844,ROSCOMMON
Mean Annual Earnings,2017,Both sexes,Roscommon,25 - 29 years,Euro,30374,ROSCOMMON
Mean Annual Earnings,2017,Both sexes,Roscommon,30 - 39 years,Euro,37579,ROSCOMMON
Mean Annual Earnings,2017,Both sexes,Roscommon,40 - 49 years,Euro,41628,ROSCOMMON
Mean Annual Earnings,2017,Both sexes,Roscommon,50 - 59 years,Euro,39202,ROSCOMMON
Mean Annual Earnings,2017,Both sexes,Roscommon,60 years and over,Euro,30912,ROSCOMMON
Mean Annual Earnings,2017,Both sexes,Sligo,15 - 24 years,Euro,17815,SLIGO
Mean Annual Earnings,2017,Both sexes,Sligo,15 years and over,Euro,37635,SLIGO
Mean Annual Earnings,2017,Both sexes,Sligo,25 - 29 years,Euro,28870,SLIGO
Mean Annual Earnings,2017,Both sexes,Sligo,30 - 39 years,Euro,36721,SLIGO
Mean Annual Earnings,2017,Both sexes,Sligo,40 - 49 years,Euro,42900,SLIGO
Mean Annual Earnings,2017,Both sexes,Sligo,50 - 59 years,Euro,42452,SLIGO
Mean Annual Earnings,2017,Both sexes,Sligo,60 years and over,Euro,31524,SLIGO
Mean Annual Earnings,2017,Both sexes,Tipperary,15 - 24 years,Euro,18262,TIPPERARY
Mean Annual Earnings,2017,Both sexes,Tipperary,15 years and over,Euro,37270,TIPPERARY
Mean Annual Earnings,2017,Both sexes,Tipperary,25 - 29 years,Euro,29618,TIPPERARY
Mean Annual Earnings,2017,Both sexes,Tipperary,30 - 39 years,Euro,37666,TIPPERARY
Mean Annual Earnings,2017,Both sexes,Tipperary,40 - 49 years,Euro,42760,TIPPERARY
Mean Annual Earnings,2017,Both sexes,Tipperary,50 - 59 years,Euro,40759,TIPPERARY
Mean Annual Earnings,2017,Both sexes,Tipperary,60 years and over,Euro,30365,TIPPERARY
Mean Annual Earnings,2017,Both sexes,Waterford,15 - 24 years,Euro,18159,WATERFORD
Mean Annual Earnings,2017,Both sexes,Waterford,15 years and over,Euro,38222,WATERFORD
Mean Annual Earnings,2017,Both sexes,Waterford,25 - 29 years,Euro,29115,WATERFORD
Mean Annual Earnings,2017,Both sexes,Waterford,30 - 39 years,Euro,37007,WATERFORD
Mean Annual Earnings,2017,Both sexes,Waterford,40 - 49 years,Euro,44073,WATERFORD
Mean Annual Earnings,2017,Both sexes,Waterford,50 - 59 years,Euro,43162,WATERFORD
Mean Annual Earnings,2017,Both sexes,Waterford,60 years and over,Euro,33431,WATERFORD
Mean Annual Earnings,2017,Both sexes,Wicklow,15 - 24 years,Euro,18653,WICKLOW
Mean Annual Earnings,2017,Both sexes,Wicklow,15 years and over,Euro,44026,WICKLOW
Mean Annual Earnings,2017,Both sexes,Wicklow,25 - 29 years,Euro,30136,WICKLOW
Mean Annual Earnings,2017,Both sexes,Wicklow,30 - 39 years,Euro,42147,WICKLOW
Mean Annual Earnings,2017,Both sexes,Wicklow,40 - 49 years,Euro,52553,WICKLOW
Mean Annual Earnings,2017,Both sexes,Wicklow,50 - 59 years,Euro,49599,WICKLOW
Mean Annual Earnings,2017,Both sexes,Wicklow,60 years and over,Euro,36953,WICKLOW
Mean Annual Earnings,2017,Both sexes,Westmeath,15 - 24 years,Euro,19614,WESTMEATH
Mean Annual Earnings,2017,Both sexes,Westmeath,15 years and over,Euro,38567,WESTMEATH
Mean Annual Earnings,2017,Both sexes,Westmeath,25 - 29 years,Euro,29893,WESTMEATH
Mean Annual Earnings,2017,Both sexes,Westmeath,30 - 39 years,Euro,38800,WESTMEATH
Mean Annual Earnings,2017,Both sexes,Westmeath,40 - 49 years,Euro,43792,WESTMEATH
Mean Annual Earnings,2017,Both sexes,Westmeath,50 - 59 years,Euro,42525,WESTMEATH
Mean Annual Earnings,2017,Both sexes,Westmeath,60 years and over,Euro,33003,WESTMEATH
Mean Annual Earnings,2017,Both sexes,Wexford,15 - 24 years,Euro,18648,WEXFORD
Mean Annual Earnings,2017,Both sexes,Wexford,15 years and over,Euro,35115,WEXFORD
Mean Annual Earnings,2017,Both sexes,Wexford,25 - 29 years,Euro,28405,WEXFORD
Mean Annual Earnings,2017,Both sexes,Wexford,30 - 39 years,Euro,35611,WEXFORD
Mean Annual Earnings,2017,Both sexes,Wexford,40 - 49 years,Euro,39854,WEXFORD
Mean Annual Earnings,2017,Both sexes,Wexford,50 - 59 years,Euro,38070,WEXFORD
Mean Annual Earnings,2017,Both sexes,Wexford,60 years and over,Euro,30173,WEXFORD
Mean Annual Earnings,2017,Both sexes,Ireland,15 - 24 years,Euro,19169,IRELAND
Mean Annual Earnings,2017,Both sexes,Ireland,15 years and over,Euro,42330,IRELAND
Mean Annual Earnings,2017,Both sexes,Ireland,25 - 29 years,Euro,32570,IRELAND
Mean Annual Earnings,2017,Both sexes,Ireland,30 - 39 years,Euro,42398,IRELAND
Mean Annual Earnings,2017,Both sexes,Ireland,40 - 49 years,Euro,49268,IRELAND
Mean Annual Earnings,2017,Both sexes,Ireland,50 - 59 years,Euro,46822,IRELAND
Mean Annual Earnings,2017,Both sexes,Ireland,60 years and over,Euro,35610,IRELAND
Mean Annual Earnings,2017,Male,Clare,15 - 24 years,Euro,20564,CLARE
Mean Annual Earnings,2017,Male,Clare,15 years and over,Euro,46946,CLARE
Mean Annual Earnings,2017,Male,Clare,25 - 29 years,Euro,30845,CLARE
Mean Annual Earnings,2017,Male,Clare,30 - 39 years,Euro,41840,CLARE
Mean Annual Earnings,2017,Male,Clare,40 - 49 years,Euro,54034,CLARE
Mean Annual Earnings,2017,Male,Clare,50 - 59 years,Euro,57163,CLARE
Mean Annual Earnings,2017,Male,Clare,60 years and over,Euro,42185,CLARE
Mean Annual Earnings,2017,Male,Cork,15 - 24 years,Euro,19945,CORK
Mean Annual Earnings,2017,Male,Cork,15 years and over,Euro,48839,CORK
Mean Annual Earnings,2017,Male,Cork,25 - 29 years,Euro,33954,CORK
Mean Annual Earnings,2017,Male,Cork,30 - 39 years,Euro,45238,CORK
Mean Annual Earnings,2017,Male,Cork,40 - 49 years,Euro,58637,CORK
Mean Annual Earnings,2017,Male,Cork,50 - 59 years,Euro,57191,CORK
Mean Annual Earnings,2017,Male,Cork,60 years and over,Euro,43617,CORK
Mean Annual Earnings,2017,Male,Cavan,15 - 24 years,Euro,21350,CAVAN
Mean Annual Earnings,2017,Male,Cavan,15 years and over,Euro,39396,CAVAN
Mean Annual Earnings,2017,Male,Cavan,25 - 29 years,Euro,30905,CAVAN
Mean Annual Earnings,2017,Male,Cavan,30 - 39 years,Euro,38981,CAVAN
Mean Annual Earnings,2017,Male,Cavan,40 - 49 years,Euro,44774,CAVAN
Mean Annual Earnings,2017,Male,Cavan,50 - 59 years,Euro,44559,CAVAN
Mean Annual Earnings,2017,Male,Cavan,60 years and over,Euro,36268,CAVAN
Mean Annual Earnings,2017,Male,Carlow,15 - 24 years,Euro,20492,CARLOW
Mean Annual Earnings,2017,Male,Carlow,15 years and over,Euro,40089,CARLOW
Mean Annual Earnings,2017,Male,Carlow,25 - 29 years,Euro,30815,CARLOW
Mean Annual Earnings,2017,Male,Carlow,30 - 39 years,Euro,39510,CARLOW
Mean Annual Earnings,2017,Male,Carlow,40 - 49 years,Euro,45192,CARLOW
Mean Annual Earnings,2017,Male,Carlow,50 - 59 years,Euro,46555,CARLOW
Mean Annual Earnings,2017,Male,Carlow,60 years and over,Euro,36521,CARLOW
Mean Annual Earnings,2017,Male,Donegal,15 - 24 years,Euro,18761,DONEGAL
Mean Annual Earnings,2017,Male,Donegal,15 years and over,Euro,34357,DONEGAL
Mean Annual Earnings,2017,Male,Donegal,25 - 29 years,Euro,26595,DONEGAL
Mean Annual Earnings,2017,Male,Donegal,30 - 39 years,Euro,33803,DONEGAL
Mean Annual Earnings,2017,Male,Donegal,40 - 49 years,Euro,39225,DONEGAL
Mean Annual Earnings,2017,Male,Donegal,50 - 59 years,Euro,39028,DONEGAL
Mean Annual Earnings,2017,Male,Donegal,60 years and over,Euro,31296,DONEGAL
Mean Annual Earnings,2017,Male,Dublin,15 - 24 years,Euro,21287,DUBLIN
Mean Annual Earnings,2017,Male,Dublin,15 years and over,Euro,55447,DUBLIN
Mean Annual Earnings,2017,Male,Dublin,25 - 29 years,Euro,37929,DUBLIN
Mean Annual Earnings,2017,Male,Dublin,30 - 39 years,Euro,52921,DUBLIN
Mean Annual Earnings,2017,Male,Dublin,40 - 49 years,Euro,67376,DUBLIN
Mean Annual Earnings,2017,Male,Dublin,50 - 59 years,Euro,67002,DUBLIN
Mean Annual Earnings,2017,Male,Dublin,60 years and over,Euro,51471,DUBLIN
Mean Annual Earnings,2017,Male,Galway,15 - 24 years,Euro,20592,GALWAY
Mean Annual Earnings,2017,Male,Galway,15 years and over,Euro,44648,GALWAY
Mean Annual Earnings,2017,Male,Galway,25 - 29 years,Euro,32201,GALWAY
Mean Annual Earnings,2017,Male,Galway,30 - 39 years,Euro,41479,GALWAY
Mean Annual Earnings,2017,Male,Galway,40 - 49 years,Euro,52921,GALWAY
Mean Annual Earnings,2017,Male,Galway,50 - 59 years,Euro,52599,GALWAY
Mean Annual Earnings,2017,Male,Galway,60 years and over,Euro,38448,GALWAY
Mean Annual Earnings,2017,Male,Kildare,15 - 24 years,Euro,21029,KILDARE
Mean Annual Earnings,2017,Male,Kildare,15 years and over,Euro,52482,KILDARE
Mean Annual Earnings,2017,Male,Kildare,25 - 29 years,Euro,33469,KILDARE
Mean Annual Earnings,2017,Male,Kildare,30 - 39 years,Euro,48389,KILDARE
Mean Annual Earnings,2017,Male,Kildare,40 - 49 years,Euro,62856,KILDARE
Mean Annual Earnings,2017,Male,Kildare,50 - 59 years,Euro,62328,KILDARE
Mean Annual Earnings,2017,Male,Kildare,60 years and over,Euro,46095,KILDARE
Mean Annual Earnings,2017,Male,Kilkenny,15 - 24 years,Euro,19600,KILKENNY
Mean Annual Earnings,2017,Male,Kilkenny,15 years and over,Euro,42963,KILKENNY
Mean Annual Earnings,2017,Male,Kilkenny,25 - 29 years,Euro,31972,KILKENNY
Mean Annual Earnings,2017,Male,Kilkenny,30 - 39 years,Euro,40967,KILKENNY
Mean Annual Earnings,2017,Male,Kilkenny,40 - 49 years,Euro,49386,KILKENNY
Mean Annual Earnings,2017,Male,Kilkenny,50 - 59 years,Euro,49797,KILKENNY
Mean Annual Earnings,2017,Male,Kilkenny,60 years and over,Euro,39263,KILKENNY
Mean Annual Earnings,2017,Male,Kerry,15 - 24 years,Euro,20220,KERRY
Mean Annual Earnings,2017,Male,Kerry,15 years and over,Euro,39938,KERRY
Mean Annual Earnings,2017,Male,Kerry,25 - 29 years,Euro,30332,KERRY
Mean Annual Earnings,2017,Male,Kerry,30 - 39 years,Euro,38633,KERRY
Mean Annual Earnings,2017,Male,Kerry,40 - 49 years,Euro,44802,KERRY
Mean Annual Earnings,2017,Male,Kerry,50 - 59 years,Euro,45507,KERRY
Mean Annual Earnings,2017,Male,Kerry,60 years and over,Euro,36442,KERRY
Mean Annual Earnings,2017,Male,Longford,15 - 24 years,Euro,20822,LONGFORD
Mean Annual Earnings,2017,Male,Longford,15 years and over,Euro,37342,LONGFORD
Mean Annual Earnings,2017,Male,Longford,25 - 29 years,Euro,29805,LONGFORD
Mean Annual Earnings,2017,Male,Longford,30 - 39 years,Euro,36387,LONGFORD
Mean Annual Earnings,2017,Male,Longford,40 - 49 years,Euro,42731,LONGFORD
Mean Annual Earnings,2017,Male,Longford,50 - 59 years,Euro,42075,LONGFORD
Mean Annual Earnings,2017,Male,Longford,60 years and over,Euro,32554,LONGFORD
Mean Annual Earnings,2017,Male,Louth,15 - 24 years,Euro,19853,LOUTH
Mean Annual Earnings,2017,Male,Louth,15 years and over,Euro,42647,LOUTH
Mean Annual Earnings,2017,Male,Louth,25 - 29 years,Euro,30967,LOUTH
Mean Annual Earnings,2017,Male,Louth,30 - 39 years,Euro,40765,LOUTH
Mean Annual Earnings,2017,Male,Louth,40 - 49 years,Euro,49400,LOUTH
Mean Annual Earnings,2017,Male,Louth,50 - 59 years,Euro,49298,LOUTH
Mean Annual Earnings,2017,Male,Louth,60 years and over,Euro,38783,LOUTH
Mean Annual Earnings,2017,Male,Limerick,15 - 24 years,Euro,20390,LIMERICK
Mean Annual Earnings,2017,Male,Limerick,15 years and over,Euro,46361,LIMERICK
Mean Annual Earnings,2017,Male,Limerick,25 - 29 years,Euro,33326,LIMERICK
Mean Annual Earnings,2017,Male,Limerick,30 - 39 years,Euro,43382,LIMERICK
Mean Annual Earnings,2017,Male,Limerick,40 - 49 years,Euro,53513,LIMERICK
Mean Annual Earnings,2017,Male,Limerick,50 - 59 years,Euro,55922,LIMERICK
Mean Annual Earnings,2017,Male,Limerick,60 years and over,Euro,42709,LIMERICK
Mean Annual Earnings,2017,Male,Leitrim,15 - 24 years,Euro,20104,LEITRIM
Mean Annual Earnings,2017,Male,Leitrim,15 years and over,Euro,38571,LEITRIM
Mean Annual Earnings,2017,Male,Leitrim,25 - 29 years,Euro,28575,LEITRIM
Mean Annual Earnings,2017,Male,Leitrim,30 - 39 years,Euro,38239,LEITRIM
Mean Annual Earnings,2017,Male,Leitrim,40 - 49 years,Euro,46780,LEITRIM
Mean Annual Earnings,2017,Male,Leitrim,50 - 59 years,Euro,40951,LEITRIM
Mean Annual Earnings,2017,Male,Leitrim,60 years and over,Euro,28965,LEITRIM
Mean Annual Earnings,2017,Male,Laois,15 - 24 years,Euro,20480,LAOIS
Mean Annual Earnings,2017,Male,Laois,15 years and over,Euro,43524,LAOIS
Mean Annual Earnings,2017,Male,Laois,25 - 29 years,Euro,30859,LAOIS
Mean Annual Earnings,2017,Male,Laois,30 - 39 years,Euro,42291,LAOIS
Mean Annual Earnings,2017,Male,Laois,40 - 49 years,Euro,50020,LAOIS
Mean Annual Earnings,2017,Male,Laois,50 - 59 years,Euro,49211,LAOIS
Mean Annual Earnings,2017,Male,Laois,60 years and over,Euro,37986,LAOIS
Mean Annual Earnings,2017,Male,Meath,15 - 24 years,Euro,20714,MEATH
Mean Annual Earnings,2017,Male,Meath,15 years and over,Euro,50872,MEATH
Mean Annual Earnings,2017,Male,Meath,25 - 29 years,Euro,33766,MEATH
Mean Annual Earnings,2017,Male,Meath,30 - 39 years,Euro,46779,MEATH
Mean Annual Earnings,2017,Male,Meath,40 - 49 years,Euro,59593,MEATH
Mean Annual Earnings,2017,Male,Meath,50 - 59 years,Euro,60071,MEATH
Mean Annual Earnings,2017,Male,Meath,60 years and over,Euro,45867,MEATH
Mean Annual Earnings,2017,Male,Monaghan,15 - 24 years,Euro,19660,MONAGHAN
Mean Annual Earnings,2017,Male,Monaghan,15 years and over,Euro,35732,MONAGHAN
Mean Annual Earnings,2017,Male,Monaghan,25 - 29 years,Euro,30459,MONAGHAN
Mean Annual Earnings,2017,Male,Monaghan,30 - 39 years,Euro,36263,MONAGHAN
Mean Annual Earnings,2017,Male,Monaghan,40 - 49 years,Euro,40601,MONAGHAN
Mean Annual Earnings,2017,Male,Monaghan,50 - 59 years,Euro,38978,MONAGHAN
Mean Annual Earnings,2017,Male,Monaghan,60 years and over,Euro,31567,MONAGHAN
Mean Annual Earnings,2017,Male,Mayo,15 - 24 years,Euro,19637,MAYO
Mean Annual Earnings,2017,Male,Mayo,15 years and over,Euro,38867,MAYO
Mean Annual Earnings,2017,Male,Mayo,25 - 29 years,Euro,30991,MAYO
Mean Annual Earnings,2017,Male,Mayo,30 - 39 years,Euro,38249,MAYO
Mean Annual Earnings,2017,Male,Mayo,40 - 49 years,Euro,45094,MAYO
Mean Annual Earnings,2017,Male,Mayo,50 - 59 years,Euro,43034,MAYO
Mean Annual Earnings,2017,Male,Mayo,60 years and over,Euro,33538,MAYO
Mean Annual Earnings,2017,Male,Offaly,15 - 24 years,Euro,20725,OFFALY
Mean Annual Earnings,2017,Male,Offaly,15 years and over,Euro,40498,OFFALY
Mean Annual Earnings,2017,Male,Offaly,25 - 29 years,Euro,30074,OFFALY
Mean Annual Earnings,2017,Male,Offaly,30 - 39 years,Euro,38722,OFFALY
Mean Annual Earnings,2017,Male,Offaly,40 - 49 years,Euro,46648,OFFALY
Mean Annual Earnings,2017,Male,Offaly,50 - 59 years,Euro,46384,OFFALY
Mean Annual Earnings,2017,Male,Offaly,60 years and over,Euro,37959,OFFALY
Mean Annual Earnings,2017,Male,Roscommon,15 - 24 years,Euro,19345,ROSCOMMON
Mean Annual Earnings,2017,Male,Roscommon,15 years and over,Euro,40461,ROSCOMMON
Mean Annual Earnings,2017,Male,Roscommon,25 - 29 years,Euro,31037,ROSCOMMON
Mean Annual Earnings,2017,Male,Roscommon,30 - 39 years,Euro,39473,ROSCOMMON
Mean Annual Earnings,2017,Male,Roscommon,40 - 49 years,Euro,46735,ROSCOMMON
Mean Annual Earnings,2017,Male,Roscommon,50 - 59 years,Euro,44056,ROSCOMMON
Mean Annual Earnings,2017,Male,Roscommon,60 years and over,Euro,36105,ROSCOMMON
Mean Annual Earnings,2017,Male,Sligo,15 - 24 years,Euro,18464,SLIGO
Mean Annual Earnings,2017,Male,Sligo,15 years and over,Euro,41301,SLIGO
Mean Annual Earnings,2017,Male,Sligo,25 - 29 years,Euro,29842,SLIGO
Mean Annual Earnings,2017,Male,Sligo,30 - 39 years,Euro,38871,SLIGO
Mean Annual Earnings,2017,Male,Sligo,40 - 49 years,Euro,47149,SLIGO
Mean Annual Earnings,2017,Male,Sligo,50 - 59 years,Euro,49037,SLIGO
Mean Annual Earnings,2017,Male,Sligo,60 years and over,Euro,36201,SLIGO
