Statistic Label,Year,Sex,County,Age Group,UNIT,VALUE,Upper_County,Mean_Median_Diff,Mean_Median_Diff_Perc
Mean Annual Earnings,2011,Male,Galway,25 - 29 years,Euro,29927,GALWAY,2680.0,9.835945241677983
Mean Annual Earnings,2011,Male,Galway,30 - 39 years,Euro,41149,GALWAY,4830.0,13.298824306836641
Mean Annual Earnings,2011,Male,Galway,40 - 49 years,Euro,50944,GALWAY,9802.0,23.824801905595255
Mean Annual Earnings,2011,Male,Galway,50 - 59 years,Euro,49350,GALWAY,9086.0,22.56606397774687
Mean Annual Earnings,2011,Male,Galway,60 years and over,Euro,35749,GALWAY,6217.0,21.05174048489774
Mean Annual Earnings,2011,Male,Kildare,15 - 24 years,Euro,19538,KILDARE,1338.0,7.351648351648351
Mean Annual Earnings,2011,Male,Kildare,15 years and over,Euro,49256,KILDARE,8236.0,20.07801072647489
Mean Annual Earnings,2011,Male,Kildare,25 - 29 years,Euro,32975,KILDARE,2352.0,7.680501583776899
Mean Annual Earnings,2011,Male,Kildare,30 - 39 years,Euro,47296,KILDARE,5257.0,12.505054830038773
Mean Annual Earnings,2011,Male,Kildare,40 - 49 years,Euro,59776,KILDARE,9780.0,19.561564925194016
Mean Annual Earnings,2011,Male,Kildare,50 - 59 years,Euro,58680,KILDARE,9760.0,19.950940310711367
Mean Annual Earnings,2011,Male,Kildare,60 years and over,Euro,43733,KILDARE,8233.0,23.19154929577465
Mean Annual Earnings,2011,Male,Kilkenny,15 - 24 years,Euro,19237,KILKENNY,1241.0,6.895976883751945
Mean Annual Earnings,2011,Male,Kilkenny,15 years and over,Euro,42493,KILKENNY,6086.0,16.716565495646442
Mean Annual Earnings,2011,Male,Kilkenny,25 - 29 years,Euro,30285,KILKENNY,2302.0,8.226423185505485
Mean Annual Earnings,2011,Male,Kilkenny,30 - 39 years,Euro,41896,KILKENNY,4893.0,13.223252168743075
Mean Annual Earnings,2011,Male,Kilkenny,40 - 49 years,Euro,49931,KILKENNY,7902.0,18.80130386161936
Mean Annual Earnings,2011,Male,Kilkenny,50 - 59 years,Euro,49693,KILKENNY,8060.0,19.3596425912137
Mean Annual Earnings,2011,Male,Kilkenny,60 years and over,Euro,35786,KILKENNY,6524.0,22.295126785592235
Mean Annual Earnings,2011,Male,Kerry,15 - 24 years,Euro,17845,KERRY,1653.0,10.208745059288537
Mean Annual Earnings,2011,Male,Kerry,15 years and over,Euro,39189,KERRY,6182.0,18.729360438694822
Mean Annual Earnings,2011,Male,Kerry,25 - 29 years,Euro,29422,KERRY,2785.0,10.455381612043398
Mean Annual Earnings,2011,Male,Kerry,30 - 39 years,Euro,37848,KERRY,4486.0,13.446436064984114
Mean Annual Earnings,2011,Male,Kerry,40 - 49 years,Euro,45656,KERRY,7559.0,19.841457332598367
Mean Annual Earnings,2011,Male,Kerry,50 - 59 years,Euro,45201,KERRY,6438.0,16.608621623713336
Mean Annual Earnings,2011,Male,Kerry,60 years and over,Euro,35465,KERRY,7155.0,25.27375485694101
Mean Annual Earnings,2011,Male,Longford,15 - 24 years,Euro,20311,LONGFORD,1447.0,7.6706955046649705
Mean Annual Earnings,2011,Male,Longford,15 years and over,Euro,36900,LONGFORD,5184.0,16.34506242905789
Mean Annual Earnings,2011,Male,Longford,25 - 29 years,Euro,29871,LONGFORD,1936.0,6.930374082691963
Mean Annual Earnings,2011,Male,Longford,30 - 39 years,Euro,37013,LONGFORD,4249.0,12.968502014406056
Mean Annual Earnings,2011,Male,Longford,40 - 49 years,Euro,42839,LONGFORD,6389.0,17.5281207133059
Mean Annual Earnings,2011,Male,Longford,50 - 59 years,Euro,41876,LONGFORD,4514.0,12.081794336491622
Mean Annual Earnings,2011,Male,Longford,60 years and over,Euro,31593,LONGFORD,3867.0,13.94719757628219
Mean Annual Earnings,2011,Male,Louth,15 - 24 years,Euro,18071,LOUTH,1320.0,7.880126559608382
Mean Annual Earnings,2011,Male,Louth,15 years and over,Euro,41125,LOUTH,5832.0,16.524523276570424
Mean Annual Earnings,2011,Male,Louth,25 - 29 years,Euro,29809,LOUTH,2667.0,9.826099771571734
Mean Annual Earnings,2011,Male,Louth,30 - 39 years,Euro,40703,LOUTH,4722.0,13.123593007420583
Mean Annual Earnings,2011,Male,Louth,40 - 49 years,Euro,49320,LOUTH,6945.0,16.38938053097345
Mean Annual Earnings,2011,Male,Louth,50 - 59 years,Euro,48203,LOUTH,6665.0,16.045548654244307
Mean Annual Earnings,2011,Male,Louth,60 years and over,Euro,34088,LOUTH,5092.0,17.561042902469307
Mean Annual Earnings,2011,Male,Limerick,15 - 24 years,Euro,18610,LIMERICK,1482.0,8.652498832321346
Mean Annual Earnings,2011,Male,Limerick,15 years and over,Euro,44122,LIMERICK,7438.0,20.2758695889216
Mean Annual Earnings,2011,Male,Limerick,25 - 29 years,Euro,30706,LIMERICK,3138.0,11.382762623331399
Mean Annual Earnings,2011,Male,Limerick,30 - 39 years,Euro,42728,LIMERICK,5133.0,13.653411357893336
Mean Annual Earnings,2011,Male,Limerick,40 - 49 years,Euro,52607,LIMERICK,8972.0,20.561475879454566
Mean Annual Earnings,2011,Male,Limerick,50 - 59 years,Euro,52744,LIMERICK,9169.0,21.04188181296615
Mean Annual Earnings,2011,Male,Limerick,60 years and over,Euro,41071,LIMERICK,8483.0,26.03105437584387
Mean Annual Earnings,2011,Male,Leitrim,15 - 24 years,Euro,18249,LEITRIM,2197.0,13.686768003987043
Mean Annual Earnings,2011,Male,Leitrim,15 years and over,Euro,37791,LEITRIM,4084.0,12.116177648559646
Mean Annual Earnings,2011,Male,Leitrim,25 - 29 years,Euro,31650,LEITRIM,3552.0,12.641469143711296
Mean Annual Earnings,2011,Male,Leitrim,30 - 39 years,Euro,41095,LEITRIM,3792.0,10.165402246468112
Mean Annual Earnings,2011,Male,Leitrim,40 - 49 years,Euro,42555,LEITRIM,5156.0,13.786464878740073
Mean Annual Earnings,2011,Male,Leitrim,50 - 59 years,Euro,38076,LEITRIM,4635.0,13.86023145240872
Mean Annual Earnings,2011,Male,Leitrim,60 years and over,Euro,28200,LEITRIM,3522.0,14.271821055190859
Mean Annual Earnings,2011,Male,Laois,15 - 24 years,Euro,19012,LAOIS,1298.0,7.32753754092808
Mean Annual Earnings,2011,Male,Laois,15 years and over,Euro,42409,LAOIS,4706.0,12.48176537676047
Mean Annual Earnings,2011,Male,Laois,25 - 29 years,Euro,32013,LAOIS,1906.0,6.330753645331651
Mean Annual Earnings,2011,Male,Laois,30 - 39 years,Euro,42791,LAOIS,3450.0,8.769477135812512
Mean Annual Earnings,2011,Male,Laois,40 - 49 years,Euro,49555,LAOIS,6305.0,14.578034682080926
Mean Annual Earnings,2011,Male,Laois,50 - 59 years,Euro,47656,LAOIS,5498.0,13.041415626927273
Mean Annual Earnings,2011,Male,Laois,60 years and over,Euro,34682,LAOIS,3553.0,11.413794211185712
Mean Annual Earnings,2011,Male,Meath,15 - 24 years,Euro,19334,MEATH,1001.0,5.460099274532264
Mean Annual Earnings,2011,Male,Meath,15 years and over,Euro,48631,MEATH,7958.0,19.56580532540014
Mean Annual Earnings,2011,Male,Meath,25 - 29 years,Euro,32685,MEATH,2750.0,9.18657090362452
Mean Annual Earnings,2011,Male,Meath,30 - 39 years,Euro,46958,MEATH,5118.0,12.232313575525813
Mean Annual Earnings,2011,Male,Meath,40 - 49 years,Euro,58341,MEATH,9372.0,19.138638730625498
Mean Annual Earnings,2011,Male,Meath,50 - 59 years,Euro,58231,MEATH,9349.0,19.125649523341924
Mean Annual Earnings,2011,Male,Meath,60 years and over,Euro,42271,MEATH,8056.0,23.545228700862197
Mean Annual Earnings,2011,Male,Monaghan,15 - 24 years,Euro,18748,MONAGHAN,721.0,3.99955622122372
Mean Annual Earnings,2011,Male,Monaghan,15 years and over,Euro,35145,MONAGHAN,5649.0,19.151749389747764
Mean Annual Earnings,2011,Male,Monaghan,25 - 29 years,Euro,27921,MONAGHAN,1788.0,6.841924004132705
Mean Annual Earnings,2011,Male,Monaghan,30 - 39 years,Euro,35449,MONAGHAN,4680.0,15.21011407585557
Mean Annual Earnings,2011,Male,Monaghan,40 - 49 years,Euro,39555,MONAGHAN,6100.0,18.23344791510985
Mean Annual Earnings,2011,Male,Monaghan,50 - 59 years,Euro,40312,MONAGHAN,6487.0,19.178122690317814
Mean Annual Earnings,2011,Male,Monaghan,60 years and over,Euro,33000,MONAGHAN,7127.0,27.54609051907394
Mean Annual Earnings,2011,Male,Mayo,15 - 24 years,Euro,17692,MAYO,1162.0,7.029643073200242
Mean Annual Earnings,2011,Male,Mayo,15 years and over,Euro,37811,MAYO,5188.0,15.90289059865739
Mean Annual Earnings,2011,Male,Mayo,25 - 29 years,Euro,30132,MAYO,2885.0,10.588321650089918
Mean Annual Earnings,2011,Male,Mayo,30 - 39 years,Euro,39350,MAYO,4634.0,13.348312017513539
Mean Annual Earnings,2011,Male,Mayo,40 - 49 years,Euro,43695,MAYO,6665.0,17.998919794761004
Mean Annual Earnings,2011,Male,Mayo,50 - 59 years,Euro,41210,MAYO,5213.0,14.481762369086313
Mean Annual Earnings,2011,Male,Mayo,60 years and over,Euro,31447,MAYO,4475.0,16.59127984576598
Mean Annual Earnings,2011,Male,Offaly,15 - 24 years,Euro,18040,OFFALY,1475.0,8.904316329610625
Mean Annual Earnings,2011,Male,Offaly,15 years and over,Euro,39679,OFFALY,4860.0,13.957896550733794
Mean Annual Earnings,2011,Male,Offaly,25 - 29 years,Euro,30383,OFFALY,2075.0,7.330083368659037
Mean Annual Earnings,2011,Male,Offaly,30 - 39 years,Euro,39839,OFFALY,4262.0,11.97964977373022
Mean Annual Earnings,2011,Male,Offaly,40 - 49 years,Euro,45426,OFFALY,6205.0,15.820606307845287
Mean Annual Earnings,2011,Male,Offaly,50 - 59 years,Euro,45163,OFFALY,4993.0,12.429673885984565
Mean Annual Earnings,2011,Male,Offaly,60 years and over,Euro,35475,OFFALY,3283.0,10.19818588469185
Mean Annual Earnings,2011,Male,Roscommon,15 - 24 years,Euro,19654,ROSCOMMON,1762.0,9.8479767493852
Mean Annual Earnings,2011,Male,Roscommon,15 years and over,Euro,39397,ROSCOMMON,4335.0,12.363812674690548
Mean Annual Earnings,2011,Male,Roscommon,25 - 29 years,Euro,31420,ROSCOMMON,2605.0,9.040430331424606
Mean Annual Earnings,2011,Male,Roscommon,30 - 39 years,Euro,40831,ROSCOMMON,3381.0,9.02803738317757
Mean Annual Earnings,2011,Male,Roscommon,40 - 49 years,Euro,43844,ROSCOMMON,5339.0,13.865731723152837
Mean Annual Earnings,2011,Male,Roscommon,50 - 59 years,Euro,43395,ROSCOMMON,4867.0,12.632371262458472
Mean Annual Earnings,2011,Male,Roscommon,60 years and over,Euro,33276,ROSCOMMON,3537.0,11.893473216987793
Mean Annual Earnings,2011,Male,Sligo,15 - 24 years,Euro,17831,SLIGO,843.0,4.96232634801036
Mean Annual Earnings,2011,Male,Sligo,15 years and over,Euro,40357,SLIGO,5794.0,16.76359112345572
Mean Annual Earnings,2011,Male,Sligo,25 - 29 years,Euro,29472,SLIGO,1702.0,6.128916096507022
Mean Annual Earnings,2011,Male,Sligo,30 - 39 years,Euro,38819,SLIGO,4207.0,12.154744019415231
Mean Annual Earnings,2011,Male,Sligo,40 - 49 years,Euro,47272,SLIGO,7248.0,18.10913451928843
Mean Annual Earnings,2011,Male,Sligo,50 - 59 years,Euro,47605,SLIGO,7214.0,17.86041444876334
Mean Annual Earnings,2011,Male,Sligo,60 years and over,Euro,34783,SLIGO,4960.0,16.63145894108574
Mean Annual Earnings,2011,Male,Tipperary,15 - 24 years,Euro,19647,TIPPERARY,1125.0,6.073858114674441
Mean Annual Earnings,2011,Male,Tipperary,15 years and over,Euro,40963,TIPPERARY,5921.0,16.896866617202214
Mean Annual Earnings,2011,Male,Tipperary,25 - 29 years,Euro,30653,TIPPERARY,2233.0,7.857142857142857
Mean Annual Earnings,2011,Male,Tipperary,30 - 39 years,Euro,40970,TIPPERARY,4851.0,13.430604391040726
Mean Annual Earnings,2011,Male,Tipperary,40 - 49 years,Euro,47613,TIPPERARY,7312.0,18.143470385350238
Mean Annual Earnings,2011,Male,Tipperary,50 - 59 years,Euro,45958,TIPPERARY,7129.0,18.359988668263412
Mean Annual Earnings,2011,Male,Tipperary,60 years and over,Euro,36002,TIPPERARY,5617.0,18.486095112720093
Mean Annual Earnings,2011,Male,Waterford,15 - 24 years,Euro,17338,WATERFORD,1164.0,7.196735501422036
Mean Annual Earnings,2011,Male,Waterford,15 years and over,Euro,42930,WATERFORD,5414.0,14.431176031559868
Mean Annual Earnings,2011,Male,Waterford,25 - 29 years,Euro,29949,WATERFORD,2139.0,7.691477885652643
Mean Annual Earnings,2011,Male,Waterford,30 - 39 years,Euro,41625,WATERFORD,2569.0,6.577734535026629
Mean Annual Earnings,2011,Male,Waterford,40 - 49 years,Euro,51792,WATERFORD,7592.0,17.176470588235293
Mean Annual Earnings,2011,Male,Waterford,50 - 59 years,Euro,49284,WATERFORD,6861.0,16.172830775758435
Mean Annual Earnings,2011,Male,Waterford,60 years and over,Euro,36894,WATERFORD,6791.0,22.55921336743846
Mean Annual Earnings,2011,Male,Wicklow,15 - 24 years,Euro,18174,WICKLOW,1593.0,9.607381943187987
Mean Annual Earnings,2011,Male,Wicklow,15 years and over,Euro,49808,WICKLOW,9783.0,24.442223610243598
Mean Annual Earnings,2011,Male,Wicklow,25 - 29 years,Euro,30624,WICKLOW,2433.0,8.630413961902734
Mean Annual Earnings,2011,Male,Wicklow,30 - 39 years,Euro,47925,WICKLOW,6658.0,16.133956914726053
Mean Annual Earnings,2011,Male,Wicklow,40 - 49 years,Euro,61765,WICKLOW,12932.0,26.48209202793193
Mean Annual Earnings,2011,Male,Wicklow,50 - 59 years,Euro,59099,WICKLOW,10815.0,22.39872421506089
Mean Annual Earnings,2011,Male,Wicklow,60 years and over,Euro,44930,WICKLOW,10655.0,31.08679795769511
Mean Annual Earnings,2011,Male,Westmeath,15 - 24 years,Euro,19742,WESTMEATH,1555.0,8.550063231978886
Mean Annual Earnings,2011,Male,Westmeath,15 years and over,Euro,41717,WESTMEATH,5480.0,15.122664679747219
Mean Annual Earnings,2011,Male,Westmeath,25 - 29 years,Euro,31178,WESTMEATH,2220.0,7.666275295255197
Mean Annual Earnings,2011,Male,Westmeath,30 - 39 years,Euro,41537,WESTMEATH,3925.0,10.435499308731256
Mean Annual Earnings,2011,Male,Westmeath,40 - 49 years,Euro,48993,WESTMEATH,7555.0,18.232057531734156
Mean Annual Earnings,2011,Male,Westmeath,50 - 59 years,Euro,46878,WESTMEATH,6337.0,15.631089514318838
Mean Annual Earnings,2011,Male,Westmeath,60 years and over,Euro,38825,WESTMEATH,6548.0,20.28689159463395
Mean Annual Earnings,2011,Male,Wexford,15 - 24 years,Euro,18545,WEXFORD,1004.0,5.723732968473861
Mean Annual Earnings,2011,Male,Wexford,15 years and over,Euro,38548,WEXFORD,5644.0,17.15292973498663
Mean Annual Earnings,2011,Male,Wexford,25 - 29 years,Euro,29607,WEXFORD,2483.0,9.154254534729391
Mean Annual Earnings,2011,Male,Wexford,30 - 39 years,Euro,38716,WEXFORD,4695.0,13.800299814820258
Mean Annual Earnings,2011,Male,Wexford,40 - 49 years,Euro,44528,WEXFORD,6556.0,17.265353418308226
Mean Annual Earnings,2011,Male,Wexford,50 - 59 years,Euro,43503,WEXFORD,5241.0,13.69766347812451
Mean Annual Earnings,2011,Male,Wexford,60 years and over,Euro,33682,WEXFORD,5957.0,21.486023444544635
Mean Annual Earnings,2011,Male,Ireland,15 - 24 years,Euro,18900,IRELAND,1188.0,6.7073170731707314
Mean Annual Earnings,2011,Male,Ireland,15 years and over,Euro,45781,IRELAND,8289.0,22.108716526192254
Mean Annual Earnings,2011,Male,Ireland,25 - 29 years,Euro,31135,IRELAND,2620.0,9.188146589514291
Mean Annual Earnings,2011,Male,Ireland,30 - 39 years,Euro,44439,IRELAND,5887.0,15.270284291346753
Mean Annual Earnings,2011,Male,Ireland,40 - 49 years,Euro,55690,IRELAND,10829.0,24.139007155435678
Mean Annual Earnings,2011,Male,Ireland,50 - 59 years,Euro,54603,IRELAND,10217.0,23.018519352949127
Mean Annual Earnings,2011,Male,Ireland,60 years and over,Euro,41581,IRELAND,8662.0,26.313071478477475
Mean Annual Earnings,2011,Female,Clare,15 - 24 years,Euro,17403,CLARE,1367.0,8.524569718134199
Mean Annual Earnings,2011,Female,Clare,15 years and over,Euro,32606,CLARE,4126.0,14.487359550561798
Mean Annual Earnings,2011,Female,Clare,25 - 29 years,Euro,29357,CLARE,2797.0,10.530873493975903
Mean Annual Earnings,2011,Female,Clare,30 - 39 years,Euro,35430,CLARE,2408.0,7.2921082914420685
Mean Annual Earnings,2011,Female,Clare,40 - 49 years,Euro,36007,CLARE,4710.0,15.049365753906125
Mean Annual Earnings,2011,Female,Clare,50 - 59 years,Euro,32997,CLARE,5431.0,19.701806573314954
Mean Annual Earnings,2011,Female,Clare,60 years and over,Euro,22804,CLARE,5335.0,30.53981338370828
Mean Annual Earnings,2011,Female,Cork,15 - 24 years,Euro,16603,CORK,1603.0,10.686666666666667
Mean Annual Earnings,2011,Female,Cork,15 years and over,Euro,32519,CORK,4401.0,15.651895582900632
Mean Annual Earnings,2011,Female,Cork,25 - 29 years,Euro,28835,CORK,1835.0,6.796296296296297
Mean Annual Earnings,2011,Female,Cork,30 - 39 years,Euro,36214,CORK,2767.0,8.27278978682692
Mean Annual Earnings,2011,Female,Cork,40 - 49 years,Euro,35813,CORK,6212.0,20.985777507516637
Mean Annual Earnings,2011,Female,Cork,50 - 59 years,Euro,33280,CORK,5514.0,19.85882013973925
Mean Annual Earnings,2011,Female,Cork,60 years and over,Euro,22513,CORK,5807.0,34.7599664791093
Mean Annual Earnings,2011,Female,Cavan,15 - 24 years,Euro,17179,CAVAN,1544.0,9.875279820914615
Mean Annual Earnings,2011,Female,Cavan,15 years and over,Euro,30741,CAVAN,3503.0,12.860709303179382
Mean Annual Earnings,2011,Female,Cavan,25 - 29 years,Euro,29043,CAVAN,2201.0,8.19983607778854
Mean Annual Earnings,2011,Female,Cavan,30 - 39 years,Euro,34722,CAVAN,1763.0,5.349070056737158
Mean Annual Earnings,2011,Female,Cavan,40 - 49 years,Euro,32415,CAVAN,4394.0,15.68109632061668
Mean Annual Earnings,2011,Female,Cavan,50 - 59 years,Euro,30707,CAVAN,5002.0,19.459249173312585
Mean Annual Earnings,2011,Female,Cavan,60 years and over,Euro,23437,CAVAN,4630.0,24.618493114265966
Mean Annual Earnings,2011,Female,Carlow,15 - 24 years,Euro,15761,CARLOW,1060.0,7.210393850758452
Mean Annual Earnings,2011,Female,Carlow,15 years and over,Euro,31057,CARLOW,3876.0,14.259961002170634
Mean Annual Earnings,2011,Female,Carlow,25 - 29 years,Euro,28105,CARLOW,2154.0,8.300258178875573
Mean Annual Earnings,2011,Female,Carlow,30 - 39 years,Euro,34134,CARLOW,2169.0,6.785546691694041
Mean Annual Earnings,2011,Female,Carlow,40 - 49 years,Euro,33593,CARLOW,4775.0,16.569505170379625
Mean Annual Earnings,2011,Female,Carlow,50 - 59 years,Euro,32432,CARLOW,4738.0,17.108398931176428
Mean Annual Earnings,2011,Female,Carlow,60 years and over,Euro,23797,CARLOW,5721.0,31.649701261341004
Mean Annual Earnings,2011,Female,Donegal,15 - 24 years,Euro,14900,DONEGAL,2483.0,19.996778609970203
Mean Annual Earnings,2011,Female,Donegal,15 years and over,Euro,29422,DONEGAL,3902.0,15.289968652037617
Mean Annual Earnings,2011,Female,Donegal,25 - 29 years,Euro,27020,DONEGAL,3207.0,13.467433754671818
Mean Annual Earnings,2011,Female,Donegal,30 - 39 years,Euro,31863,DONEGAL,1879.0,6.266675560298826
Mean Annual Earnings,2011,Female,Donegal,40 - 49 years,Euro,32382,DONEGAL,3754.0,13.113036188347072
Mean Annual Earnings,2011,Female,Donegal,50 - 59 years,Euro,31623,DONEGAL,4536.0,16.746040536050504
Mean Annual Earnings,2011,Female,Donegal,60 years and over,Euro,19863,DONEGAL,4816.0,32.00638000930418
Mean Annual Earnings,2011,Female,Dublin,15 - 24 years,Euro,18059,DUBLIN,737.0,4.2547049994226995
Mean Annual Earnings,2011,Female,Dublin,15 years and over,Euro,37226,DUBLIN,5536.0,17.469233196591986
Mean Annual Earnings,2011,Female,Dublin,25 - 29 years,Euro,30722,DUBLIN,1845.0,6.389167849845898
Mean Annual Earnings,2011,Female,Dublin,30 - 39 years,Euro,41176,DUBLIN,3471.0,9.205675639835565
Mean Annual Earnings,2011,Female,Dublin,40 - 49 years,Euro,42708,DUBLIN,7920.0,22.76647119696447
Mean Annual Earnings,2011,Female,Dublin,50 - 59 years,Euro,38652,DUBLIN,6564.0,20.456245325355273
Mean Annual Earnings,2011,Female,Dublin,60 years and over,Euro,28111,DUBLIN,5801.0,26.001792917974004
Mean Annual Earnings,2011,Female,Galway,15 - 24 years,Euro,17237,GALWAY,1422.0,8.991463800189694
Mean Annual Earnings,2011,Female,Galway,15 years and over,Euro,33570,GALWAY,3624.0,12.101783209777599
Mean Annual Earnings,2011,Female,Galway,25 - 29 years,Euro,29505,GALWAY,2631.0,9.790131725831658
Mean Annual Earnings,2011,Female,Galway,30 - 39 years,Euro,36231,GALWAY,2095.0,6.137215842512304
Mean Annual Earnings,2011,Female,Galway,40 - 49 years,Euro,36884,GALWAY,4976.0,15.594835151059295
Mean Annual Earnings,2011,Female,Galway,50 - 59 years,Euro,35093,GALWAY,4165.0,13.466761510605277
Mean Annual Earnings,2011,Female,Galway,60 years and over,Euro,26273,GALWAY,4906.0,22.960640239621846
Mean Annual Earnings,2011,Female,Kildare,15 - 24 years,Euro,17136,KILDARE,1049.0,6.520793187045441
Mean Annual Earnings,2011,Female,Kildare,15 years and over,Euro,34641,KILDARE,4247.0,13.973152595907086
Mean Annual Earnings,2011,Female,Kildare,25 - 29 years,Euro,30158,KILDARE,2061.0,7.335302701356016
Mean Annual Earnings,2011,Female,Kildare,30 - 39 years,Euro,38338,KILDARE,2169.0,5.996848129613758
Mean Annual Earnings,2011,Female,Kildare,40 - 49 years,Euro,37936,KILDARE,6017.0,18.85084119176666
Mean Annual Earnings,2011,Female,Kildare,50 - 59 years,Euro,35866,KILDARE,5128.0,16.68293317717483
Mean Annual Earnings,2011,Female,Kildare,60 years and over,Euro,25052,KILDARE,4978.0,24.79824648799442
Mean Annual Earnings,2011,Female,Kilkenny,15 - 24 years,Euro,16576,KILKENNY,1823.0,12.35680878465397
Mean Annual Earnings,2011,Female,Kilkenny,15 years and over,Euro,32221,KILKENNY,3511.0,12.229188436084987
Mean Annual Earnings,2011,Female,Kilkenny,25 - 29 years,Euro,29477,KILKENNY,2289.0,8.419155509783728
Mean Annual Earnings,2011,Female,Kilkenny,30 - 39 years,Euro,35937,KILKENNY,1742.0,5.094312033923088
Mean Annual Earnings,2011,Female,Kilkenny,40 - 49 years,Euro,34681,KILKENNY,4896.0,16.43780426389122
Mean Annual Earnings,2011,Female,Kilkenny,50 - 59 years,Euro,33001,KILKENNY,3721.0,12.708333333333334
Mean Annual Earnings,2011,Female,Kilkenny,60 years and over,Euro,21612,KILKENNY,5473.0,33.91164260487019
Mean Annual Earnings,2011,Female,Kerry,15 - 24 years,Euro,16996,KERRY,1587.0,10.29917580634694
Mean Annual Earnings,2011,Female,Kerry,15 years and over,Euro,30384,KERRY,4384.0,16.861538461538462
Mean Annual Earnings,2011,Female,Kerry,25 - 29 years,Euro,28336,KERRY,3205.0,12.753173371533165
Mean Annual Earnings,2011,Female,Kerry,30 - 39 years,Euro,32615,KERRY,3149.0,10.68689336862825
Mean Annual Earnings,2011,Female,Kerry,40 - 49 years,Euro,32728,KERRY,4501.0,15.945725723597974
Mean Annual Earnings,2011,Female,Kerry,50 - 59 years,Euro,31963,KERRY,5372.0,20.20232409461848
Mean Annual Earnings,2011,Female,Kerry,60 years and over,Euro,22291,KERRY,4972.0,28.70835498585369
